Sample_ID	PLATE	PRIMER	BAR_CODE_ID	Animal_ID	Breed	DOB	Initial	Days_from_birth	Sex	Hide	Mask_given1	Treat_assign1	Treat_given1	Trt_date1	Treat_group1	Mask_given2	Treat_assign2	Treatment	Trtment_date2	Treat_group2	Time	Date_swabbed	Invitro_growth	Group	infected	Ulcer_positive	Age_group	Type	Run	Missed	ELISA	Eye_sampled	Elisa_Concentration
493	6	1	13	8154F	Simmental	3/14/18	6/26/18	104	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	YES	L	0.3206197
494	6	1	14	8143F	Simmental	3/10/18	6/26/18	83	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
495	6	1	15	8091F	Simmental	3/5/18	6/26/18	113	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
496	6	1	16	8128F	Simmental	3/9/18	6/26/18	109	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	YES	L	0.3222275
497	6	1	17	8179F	Simmental	3/21/18	6/26/18	72	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep	NONE	L	NONE
498	6	1	18	8163F	Simmental	3/18/18	6/26/18	100	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
499	6	1	19	8127F	Simmental	3/9/18	6/26/18	109	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
500	6	1	20	8116F	Simmental	3/8/18	6/26/18	85	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	L	NONE
501	6	1	21	8192F	Simmental	3/25/18	6/26/18	93	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
502	6	1	22	8149F	Simmental	3/12/18	6/26/18	106	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
503	6	1	23	8142F	Simmental	3/10/18	6/26/18	83	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
504	6	1	24	8048F	Simmental	2/28/18	6/26/18	118	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
505	6	1	25	2146	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	sample_control	seq_4	Out	NONE	NONE	NONE
506	6	1	26	8183F	Simmental	3/22/18	6/26/18	71	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
507	6	1	27	8140F	Simmental	3/10/18	6/26/18	108	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	L	NONE
508	6	1	28	8080F	Simmental	3/4/18	6/26/18	114	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	BOTH	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	NONE	L	NONE
509	6	1	29	8176F	Simmental	3/21/18	6/26/18	72	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
510	6	1	30	8214F	Simmental	4/3/18	6/26/18	84	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep	NONE	L	NONE
511	6	1	31	8171F	Simmental	3/20/18	6/26/18	98	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
512	6	1	32	8155F	Simmental	3/14/18	6/26/18	79	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	YES	L	0.3178824
513	6	1	33	8156F	Simmental	3/14/18	6/26/18	104	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep	NONE	L	NONE
514	6	1	34	8201F	Simmental	3/29/18	6/26/18	89	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep	NONE	L	NONE
515	6	1	35	8019F	Simmental	2/20/18	6/26/18	101	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
516	6	1	36	8224F	Simmental	4/10/18	6/26/18	77	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
517	6	1	37	8230F	Simmental	4/14/18	6/26/18	73	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out	NONE	L	NONE
518	6	1	38	8118F	Simmental	3/8/18	6/26/18	85	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	L	NONE
519	6	1	39	8053F	Simmental	3/2/18	6/26/18	116	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
520	6	1	40	8239F	Simmental	4/28/18	6/26/18	59	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out	NONE	L	NONE
521	6	1	41	8151F	Simmental	3/13/18	6/26/18	80	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
522	6	1	42	8038F	Simmental	2/27/18	6/26/18	119	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
523	6	1	43	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_4	Out	NONE	NONE	NONE
524	6	1	44	8193F	Simmental	3/26/18	6/26/18	67	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
525	6	1	45	8107F	Simmental	3/7/18	6/26/18	111	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	L	NONE
526	6	1	46	8203F	Simmental	3/29/18	6/26/18	89	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
527	6	1	47	8010F	Simmental	2/16/18	6/26/18	105	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
528	6	1	48	8161F	Simmental	3/16/18	6/26/18	102	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
529	6	1	49	8162F	Simmental	3/16/18	6/26/18	102	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
530	6	1	50	8160F	Simmental	3/16/18	6/26/18	77	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
531	6	1	51	8060F	Simmental	3/2/18	6/26/18	116	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
532	6	1	52	8052F	Simmental	3/1/18	6/26/18	117	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
533	6	1	53	8181F	Simmental	3/21/18	6/26/18	72	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	Pre IBK Treatment	Before	G2	sample_control	seq_4	Keep	NONE	L	NONE
534	6	1	54	8185F	Simmental	3/22/18	6/26/18	96	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	BOTH	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
535	6	1	55	8007F	Simmental	2/15/18	6/26/18	131	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
536	6	1	56	8188F	Simmental	3/23/18	6/26/18	70	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
537	6	1	57	8045F	Simmental	2/28/18	6/26/18	118	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
538	6	1	58	8058F	Simmental	3/2/18	6/26/18	116	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
539	6	1	59	8040F	Simmental	2/28/18	6/26/18	93	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
540	6	1	60	8136F	Simmental	3/18/18	6/26/18	100	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	YES	L	0.312255
541	6	1	61	8071F	Simmental	3/3/18	6/26/18	115	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	YES	L	0.4216542
542	6	1	62	8190F	Simmental	3/23/18	6/26/18	70	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
543	6	1	63	8204F	Simmental	3/29/18	6/26/18	89	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
544	6	1	64	8180F	Simmental	3/21/18	6/26/18	97	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	YES	L	0.3250027
545	6	1	65	8085F	Simmental	3/5/18	6/26/18	88	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	NONE	L	NONE
546	6	1	66	8196F	Simmental	3/28/18	6/26/18	90	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	BOTH	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
547	6	1	67	8164F	Simmental	3/19/18	6/26/18	99	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
548	6	1	68	8166F	Simmental	3/19/18	6/26/18	74	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
549	6	1	69	8062F	Simmental	3/2/18	6/26/18	116	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
550	6	1	70	8130F	Simmental	3/9/18	6/26/18	109	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	YES	L	0.3118091
551	6	1	71	8205F	Simmental	3/30/18	6/26/18	63	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
552	6	1	72	8115F	Simmental	3/8/18	6/26/18	110	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
553	6	1	73	8114F	Simmental	3/8/18	6/26/18	110	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
554	6	1	74	8197F	Simmental	3/28/18	6/26/18	65	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
555	6	1	75	8093F	Simmental	3/5/18	6/26/18	113	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	L	NONE
556	6	1	76	8073F	Simmental	3/3/18	6/26/18	115	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
557	6	1	77	8022F	Simmental	2/20/18	6/26/18	101	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	NONE	L	NONE
558	6	1	78	8198F	Angus	3/28/18	6/26/18	90	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	Pre IBK Treatment	Before	G3	sample_control	seq_4	Out	NONE	L	NONE
559	6	1	79	8033F	Simmental	2/26/18	6/26/18	120	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	NONE	L	NONE
560	6	1	80	8051F	Simmental	3/1/18	6/26/18	92	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
561	6	1	81	8009F	Simmental	2/16/18	6/26/18	130	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	YES	L	0.3208489
562	6	1	82	8032F	Simmental	2/26/18	6/26/18	120	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
563	6	1	83	8152F	Angus	3/13/18	6/26/18	80	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	L	NONE
564	6	1	84	8121F	Simmental	3/8/18	6/26/18	110	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
565	6	1	85	8081F	Simmental	3/4/18	6/26/18	114	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	YES	L	0.3049792
566	6	1	86	8015F	Simmental	2/17/18	6/26/18	104	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
567	6	1	87	8026F	Simmental	2/22/18	6/26/18	124	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	NONE	L	NONE
